Requirement ID,Title,Type,Satisfies,Implemented By,Tested By,Has Implementation,Has Tests
REQ_MSG_130,No Error Response to Error Messages,requirement,feat_req_someip_704,CODE_rpc_server_rpc_118,TC_test_message_MessageTest; TC_test_rpc_RpcTest,Yes,Yes
REQ_MSG_131,Return Code Configuration,requirement,feat_req_someip_598; feat_req_someip_1092,CODE_types_someip_142,TC_test_message_MessageTest; TC_test_rpc_RpcTest,Yes,Yes
REQ_MSG_132A,Exception Message Type 0x81,requirement,feat_req_someip_101; feat_req_someip_726; feat_req_someip_421,CODE_rpc_server_rpc_118,TC_test_message_MessageTest; TC_test_rpc_RpcTest,Yes,Yes
REQ_MSG_132B,Exception Message Payload,requirement,feat_req_someip_422; feat_req_someip_423; feat_req_someip_426,,TC_test_message_MessageTest; TC_test_rpc_RpcTest,No,Yes
REQ_MSG_133A,Error Check Step 1 - Protocol Version,requirement,feat_req_someip_719; feat_req_someip_721,,TC_test_message_MessageTest; TC_test_rpc_RpcTest,No,Yes
REQ_MSG_133B,Error Check Step 2 - Message Type,requirement,feat_req_someip_717; feat_req_someip_718,,TC_test_message_MessageTest; TC_test_rpc_RpcTest,No,Yes
REQ_MSG_133C,Error Check Step 3 - Service and Method Validation,requirement,feat_req_someip_366; feat_req_someip_364; feat_req_someip_365; feat_req_someip_720,CODE_rpc_server_rpc_118,TC_test_message_MessageTest; TC_test_rpc_RpcTest,Yes,Yes
REQ_MSG_134,Service Instance Port Multiplexing,requirement,feat_req_someip_648; feat_req_someip_444; feat_req_someip_446,CODE_rpc_server_rpc_118,TC_test_message_MessageTest,Yes,Yes
REQ_MSG_135,Error Message Handling,requirement,feat_req_someip_367; feat_req_someip_727; feat_req_someip_366; feat_req_someip_368,,TC_test_message_MessageTest,No,Yes
REQ_MSG_140,IP Address and Port Mapping,requirement,feat_req_someip_47; feat_req_someip_313; feat_req_someip_314,,TC_test_message_MessageTest,No,Yes
REQ_MSG_141,Publish/Subscribe Support,requirement,feat_req_someip_361; feat_req_someip_360,CODE_event_publisher_events_114,TC_test_message_MessageTest,Yes,Yes
REQ_MY_001,My Requirement,requirement,feat_req_someip_102; feat_req_someip_103,CODE_result_common_11,TC_test_message_MessageTest,Yes,Yes
REQ_PAL_BYTE_HTONL,PAL Host-to-Network 32-bit Conversion,requirement,REQ_ARCH_001,CODE_byteorder_impl_posix_20,TC_test_platform_threading_14; TC_PAL_BYTEORDER_001; TC_PAL_BYTEORDER_002,Yes,Yes
REQ_PAL_BYTE_HTONS,PAL Host-to-Network 16-bit Conversion,requirement,REQ_ARCH_001,CODE_byteorder_impl_posix_16,TC_test_platform_threading_14; TC_PAL_BYTEORDER_001; TC_PAL_BYTEORDER_002,Yes,Yes
REQ_PAL_BYTE_NTOHL,PAL Network-to-Host 32-bit Conversion,requirement,REQ_ARCH_001,CODE_byteorder_impl_posix_22,TC_test_platform_threading_14; TC_PAL_BYTEORDER_001,Yes,Yes
REQ_PAL_BYTE_NTOHS,PAL Network-to-Host 16-bit Conversion,requirement,REQ_ARCH_001,CODE_byteorder_impl_posix_18,TC_test_platform_threading_14; TC_PAL_BYTEORDER_001,Yes,Yes
REQ_PAL_CV_EXCEPT_E01,Error - ConditionVariable Exception Safety,requirement,,CODE_host_condition_variable_host_19; CODE_host_condition_variable_host_27; CODE_host_condition_variable_host_36,TC_test_platform_threading_14,Yes,Yes
REQ_PAL_CV_NOTIFY_ALL,PAL ConditionVariable Notify All,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_92; CODE_thread_impl_freertos_109; CODE_host_condition_variable_host_19; CODE_host_condition_variable_host_24; CODE_thread_impl_threadx_84; CODE_thread_impl_threadx_100; CODE_thread_impl_zephyr_51; CODE_thread_impl_zephyr_59,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PAL_CV_NOTIFY_ONE,PAL ConditionVariable Notify One,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_92; CODE_thread_impl_freertos_106; CODE_host_condition_variable_host_19; CODE_host_condition_variable_host_22; CODE_thread_impl_threadx_84; CODE_thread_impl_threadx_95; CODE_thread_impl_zephyr_51; CODE_thread_impl_zephyr_57,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_CV_OWNERSHIP,PAL ConditionVariable Mutex Ownership Guarantee,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_92; CODE_thread_impl_freertos_119; CODE_thread_impl_freertos_126; CODE_host_condition_variable_host_19; CODE_host_condition_variable_host_27; CODE_host_condition_variable_host_36; CODE_thread_impl_threadx_84; CODE_thread_impl_threadx_105; CODE_thread_impl_threadx_113; CODE_thread_impl_zephyr_51; CODE_thread_impl_zephyr_62; CODE_thread_impl_zephyr_67,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PAL_CV_WAIT,PAL ConditionVariable Wait,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_92; CODE_thread_impl_freertos_119; CODE_host_condition_variable_host_19; CODE_host_condition_variable_host_27; CODE_thread_impl_threadx_84; CODE_thread_impl_threadx_105; CODE_thread_impl_zephyr_51; CODE_thread_impl_zephyr_62,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PAL_CV_WAIT_PRED,PAL ConditionVariable Wait with Predicate,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_92; CODE_thread_impl_freertos_126; CODE_host_condition_variable_host_19; CODE_host_condition_variable_host_36; CODE_thread_impl_threadx_84; CODE_thread_impl_threadx_113; CODE_thread_impl_zephyr_51; CODE_thread_impl_zephyr_67,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PAL_LOCK_ACQUIRE,PAL ScopedLock Acquisition on Construction,requirement,REQ_ARCH_001,CODE_thread_platform_30; CODE_thread_platform_33,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_SCOPEDLOCK_001,Yes,Yes
REQ_PAL_LOCK_NONCOPY,PAL ScopedLock Non-Copyable,requirement,REQ_ARCH_001,CODE_thread_platform_30,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PAL_LOCK_RELEASE,PAL ScopedLock Release on Destruction,requirement,REQ_ARCH_001,CODE_thread_platform_30; CODE_thread_platform_35,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_SCOPEDLOCK_001,Yes,Yes
REQ_PAL_MEM_ALLOC,PAL Memory Allocation,requirement,REQ_ARCH_001; REQ_ARCH_003,CODE_memory_impl_freertos_23; CODE_memory_impl_posix_16; CODE_memory_impl_threadx_23; CODE_memory_impl_zephyr_17,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_MEMORY_001; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_MEM_EXHAUST_E01,Error - Memory Pool Exhaustion,requirement,,CODE_memory_impl_freertos_23; CODE_memory_impl_threadx_23,,Yes,No
REQ_PAL_MEM_INDEPENDENT,PAL Memory Independence,requirement,REQ_ARCH_001; REQ_ARCH_003,CODE_memory_impl_freertos_23; CODE_memory_impl_posix_16; CODE_memory_impl_threadx_23; CODE_memory_impl_zephyr_17; CODE_memory_impl_zephyr_19,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_MEMORY_002; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_MEM_THREADSAFE_E01,Error - Memory Pool Thread Safety,requirement,,CODE_memory_impl_freertos_23; CODE_memory_impl_threadx_23,,Yes,No
REQ_PAL_MUTEX_LOCK,PAL Mutex Lock,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_68; CODE_thread_impl_posix_28; CODE_thread_impl_threadx_51; CODE_thread_impl_threadx_62; CODE_thread_impl_zephyr_26; CODE_thread_impl_zephyr_32,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_MUTEX_001; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_MUTEX_NONCOPY,PAL Mutex Non-Copyable,requirement,REQ_ARCH_001,CODE_thread_impl_posix_28; CODE_thread_impl_threadx_51; CODE_thread_impl_zephyr_26,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PAL_MUTEX_TRYLOCK,PAL Mutex Try Lock,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_80; CODE_thread_impl_posix_28; CODE_thread_impl_threadx_51; CODE_thread_impl_threadx_72; CODE_thread_impl_zephyr_26; CODE_thread_impl_zephyr_40,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_MUTEX_001; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_MUTEX_UNLOCK,PAL Mutex Unlock,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_74; CODE_thread_impl_posix_28; CODE_thread_impl_threadx_51; CODE_thread_impl_threadx_67; CODE_thread_impl_zephyr_26; CODE_thread_impl_zephyr_38,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_MUTEX_001; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_MUTEX_UNLOCK_E01,Error - Mutex Double Unlock,requirement,,CODE_thread_impl_freertos_74; CODE_thread_impl_threadx_51; CODE_thread_impl_threadx_67; CODE_thread_impl_zephyr_26; CODE_thread_impl_zephyr_38,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_MUTEX_002,Yes,Yes
REQ_PAL_NET_BLOCK,PAL Socket Set Blocking,requirement,REQ_ARCH_001,CODE_net_impl_posix_52,TC_test_platform_threading_14,Yes,Yes
REQ_PAL_NET_CLOSE,PAL Socket Close,requirement,REQ_ARCH_001,CODE_net_impl_posix_33,TC_test_platform_threading_14; TC_PAL_NET_002,Yes,Yes
REQ_PAL_NET_MODE_E01,Error - Socket Mode Change Failure,requirement,,CODE_net_impl_posix_43; CODE_net_impl_posix_52,TC_test_platform_threading_14; TC_PAL_NET_001,Yes,Yes
REQ_PAL_NET_NONBLOCK,PAL Socket Set Non-Blocking,requirement,REQ_ARCH_001,CODE_net_impl_posix_43,TC_test_platform_threading_14; TC_PAL_NET_002,Yes,Yes
REQ_PAL_NET_SHUTDOWN,PAL Socket Shutdown,requirement,REQ_ARCH_001,CODE_net_impl_posix_38,TC_test_platform_threading_14,Yes,Yes
REQ_PAL_SLEEP_DURATION,PAL sleep_for Minimum Duration,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_232; CODE_thread_impl_posix_92; CODE_thread_impl_threadx_285; CODE_thread_impl_zephyr_147,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_SLEEP_001; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_SLEEP_ZERO,PAL sleep_for Zero Duration,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_232; CODE_thread_impl_posix_92; CODE_thread_impl_threadx_285; CODE_thread_impl_zephyr_147,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_SLEEP_002; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_THREAD_CREATE,PAL Thread Creation,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_141; CODE_thread_impl_freertos_146; CODE_thread_impl_posix_31; CODE_thread_impl_posix_36; CODE_thread_impl_threadx_128; CODE_thread_impl_threadx_133; CODE_thread_impl_win32_24; CODE_thread_impl_win32_29; CODE_thread_impl_zephyr_81; CODE_thread_impl_zephyr_86,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_THREAD_001; TC_PAL_THREAD_002; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_THREAD_CREATE_E01,Error - Thread Creation Failure,requirement,,CODE_thread_impl_freertos_141; CODE_thread_impl_freertos_146; CODE_thread_impl_posix_31; CODE_thread_impl_posix_36; CODE_thread_impl_threadx_128; CODE_thread_impl_threadx_133; CODE_thread_impl_win32_24; CODE_thread_impl_win32_29; CODE_thread_impl_zephyr_81; CODE_thread_impl_zephyr_86,TC_test_platform_threading_14,Yes,Yes
REQ_PAL_THREAD_DTOR_E01,Error - Thread Destructor Without Join,requirement,,CODE_thread_impl_freertos_141; CODE_thread_impl_freertos_176; CODE_thread_impl_posix_31; CODE_thread_impl_posix_53; CODE_thread_impl_threadx_128; CODE_thread_impl_threadx_178; CODE_thread_impl_win32_24; CODE_thread_impl_win32_40; CODE_thread_impl_zephyr_81; CODE_thread_impl_zephyr_101,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_THREAD_003,Yes,Yes
REQ_PAL_THREAD_JOIN,PAL Thread Join,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_141; CODE_thread_impl_freertos_194; CODE_thread_impl_posix_31; CODE_thread_impl_posix_70; CODE_thread_impl_threadx_128; CODE_thread_impl_threadx_201; CODE_thread_impl_win32_24; CODE_thread_impl_win32_53; CODE_thread_impl_zephyr_81; CODE_thread_impl_zephyr_117,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_PAL_THREAD_001; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_THREAD_JOINABLE,PAL Thread Joinable Query,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_141; CODE_thread_impl_freertos_188; CODE_thread_impl_posix_31; CODE_thread_impl_posix_64; CODE_thread_impl_threadx_128; CODE_thread_impl_threadx_195; CODE_thread_impl_win32_24; CODE_thread_impl_win32_50; CODE_thread_impl_zephyr_81; CODE_thread_impl_zephyr_111,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14; TC_test_threadx_core_7,Yes,Yes
REQ_PAL_THREAD_NONCOPY,PAL Thread Non-Copyable,requirement,REQ_ARCH_001,CODE_thread_impl_freertos_141; CODE_thread_impl_posix_31; CODE_thread_impl_threadx_128; CODE_thread_impl_win32_24; CODE_thread_impl_zephyr_81,TC_test_pal_freertos_mock_allocate_message; TC_test_pal_threadx_mock_allocate_message; TC_test_pal_zephyr_mock_allocate_message; TC_test_platform_threading_14,Yes,Yes
REQ_PLATFORM_ARCH_001,Platform Abstraction Layer Architecture,requirement,,CODE_thread_platform_30,TC_test_platform_threading_14,Yes,Yes
REQ_PLATFORM_FREERTOS_001,FreeRTOS Threading Backend,requirement,REQ_PAL_MUTEX_LOCK; REQ_PAL_MUTEX_UNLOCK; REQ_PAL_MUTEX_TRYLOCK; REQ_PAL_CV_WAIT; REQ_PAL_CV_WAIT_PRED; REQ_PAL_CV_NOTIFY_ONE; REQ_PAL_CV_NOTIFY_ALL; REQ_PAL_CV_OWNERSHIP; REQ_PAL_THREAD_CREATE; REQ_PAL_THREAD_JOINABLE; REQ_PAL_THREAD_JOIN; REQ_PAL_LOCK_ACQUIRE; REQ_PAL_LOCK_RELEASE; REQ_PAL_SLEEP_DURATION; REQ_PAL_SLEEP_ZERO,CODE_thread_impl_freertos_57,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message,Yes,Yes
REQ_PLATFORM_FREERTOS_002,FreeRTOS Memory Pool Backend,requirement,REQ_PAL_MEM_ALLOC; REQ_PAL_MEM_INDEPENDENT,CODE_memory_freertos_90; CODE_memory_impl_freertos_23; CODE_memory_impl_freertos_25,TC_test_freertos_core_vApplicationMallocFailedHook; TC_test_pal_freertos_mock_allocate_message,Yes,Yes
REQ_PLATFORM_LWIP_001,lwIP Networking Backend,requirement,REQ_PAL_NET_CLOSE; REQ_PAL_NET_SHUTDOWN; REQ_PAL_NET_NONBLOCK; REQ_PAL_NET_BLOCK,CODE_net_impl_lwip_33; CODE_net_impl_lwip_38; CODE_net_impl_lwip_43; CODE_net_impl_lwip_50,TC_test_udp_transport_UdpTransportTest,Yes,Yes
REQ_PLATFORM_LWIP_002,lwIP Byte-Order Backend,requirement,REQ_PAL_BYTE_HTONS; REQ_PAL_BYTE_NTOHS; REQ_PAL_BYTE_HTONL; REQ_PAL_BYTE_NTOHL,,TC_test_udp_transport_UdpTransportTest,No,Yes
REQ_PLATFORM_POSIX_001,POSIX/Host Threading Backend,requirement,REQ_PAL_MUTEX_LOCK; REQ_PAL_MUTEX_UNLOCK; REQ_PAL_MUTEX_TRYLOCK; REQ_PAL_CV_WAIT; REQ_PAL_CV_WAIT_PRED; REQ_PAL_CV_NOTIFY_ONE; REQ_PAL_CV_NOTIFY_ALL; REQ_PAL_CV_OWNERSHIP; REQ_PAL_THREAD_CREATE; REQ_PAL_THREAD_JOINABLE; REQ_PAL_THREAD_JOIN; REQ_PAL_LOCK_ACQUIRE; REQ_PAL_LOCK_RELEASE; REQ_PAL_SLEEP_DURATION; REQ_PAL_SLEEP_ZERO,CODE_thread_impl_posix_28,TC_test_platform_threading_14,Yes,Yes
REQ_PLATFORM_POSIX_002,POSIX/Host Memory Backend,requirement,REQ_PAL_MEM_ALLOC; REQ_PAL_MEM_INDEPENDENT,CODE_memory_impl_posix_16,TC_test_platform_threading_14; TC_PAL_MEMORY_001,Yes,Yes
REQ_PLATFORM_POSIX_003,POSIX/Host Networking Backend,requirement,REQ_PAL_NET_CLOSE; REQ_PAL_NET_SHUTDOWN; REQ_PAL_NET_NONBLOCK; REQ_PAL_NET_BLOCK,CODE_net_impl_posix_33,TC_test_platform_threading_14; TC_PAL_NET_002,Yes,Yes
REQ_PLATFORM_POSIX_004,POSIX/Host Byte-Order Backend,requirement,REQ_PAL_BYTE_HTONS; REQ_PAL_BYTE_NTOHS; REQ_PAL_BYTE_HTONL; REQ_PAL_BYTE_NTOHL,CODE_byteorder_impl_posix_16,TC_test_platform_threading_14; TC_PAL_BYTEORDER_001,Yes,Yes
REQ_PLATFORM_THREADX_001,ThreadX Threading Backend,requirement,REQ_PAL_MUTEX_LOCK; REQ_PAL_MUTEX_UNLOCK; REQ_PAL_MUTEX_TRYLOCK; REQ_PAL_CV_WAIT; REQ_PAL_CV_WAIT_PRED; REQ_PAL_CV_NOTIFY_ONE; REQ_PAL_CV_NOTIFY_ALL; REQ_PAL_CV_OWNERSHIP; REQ_PAL_THREAD_CREATE; REQ_PAL_THREAD_JOINABLE; REQ_PAL_THREAD_JOIN; REQ_PAL_LOCK_ACQUIRE; REQ_PAL_LOCK_RELEASE; REQ_PAL_SLEEP_DURATION; REQ_PAL_SLEEP_ZERO,CODE_thread_impl_threadx_51,TC_test_pal_threadx_mock_allocate_message; TC_test_threadx_core_7,Yes,Yes
REQ_PLATFORM_THREADX_002,ThreadX Memory Pool Backend,requirement,REQ_PAL_MEM_ALLOC; REQ_PAL_MEM_INDEPENDENT,CODE_memory_threadx_86; CODE_memory_impl_threadx_23,TC_test_pal_threadx_mock_allocate_message; TC_test_threadx_core_7,Yes,Yes
REQ_PLATFORM_WIN32_001,Win32 Threading Backend,requirement,REQ_PAL_MUTEX_LOCK; REQ_PAL_MUTEX_UNLOCK; REQ_PAL_MUTEX_TRYLOCK; REQ_PAL_CV_WAIT; REQ_PAL_CV_WAIT_PRED; REQ_PAL_CV_NOTIFY_ONE; REQ_PAL_CV_NOTIFY_ALL; REQ_PAL_CV_OWNERSHIP; REQ_PAL_THREAD_CREATE; REQ_PAL_THREAD_JOINABLE; REQ_PAL_THREAD_JOIN; REQ_PAL_LOCK_ACQUIRE; REQ_PAL_LOCK_RELEASE; REQ_PAL_SLEEP_DURATION; REQ_PAL_SLEEP_ZERO,,TC_test_platform_threading_14,No,Yes
REQ_PLATFORM_WIN32_002,Win32 Memory Backend,requirement,REQ_PAL_MEM_ALLOC; REQ_PAL_MEM_INDEPENDENT,,TC_test_platform_threading_14,No,Yes
REQ_PLATFORM_WIN32_003,Win32 Networking Backend,requirement,REQ_PAL_NET_CLOSE; REQ_PAL_NET_SHUTDOWN; REQ_PAL_NET_NONBLOCK; REQ_PAL_NET_BLOCK,,TC_test_platform_threading_14,No,Yes
REQ_PLATFORM_WIN32_004,Win32 Byte-Order Backend,requirement,REQ_PAL_BYTE_HTONS; REQ_PAL_BYTE_NTOHS; REQ_PAL_BYTE_HTONL; REQ_PAL_BYTE_NTOHL,,TC_test_platform_threading_14,No,Yes
REQ_PLATFORM_ZEPHYR_001,Zephyr Threading Backend,requirement,REQ_PAL_MUTEX_LOCK; REQ_PAL_MUTEX_UNLOCK; REQ_PAL_MUTEX_TRYLOCK; REQ_PAL_CV_WAIT; REQ_PAL_CV_WAIT_PRED; REQ_PAL_CV_NOTIFY_ONE; REQ_PAL_CV_NOTIFY_ALL; REQ_PAL_CV_OWNERSHIP; REQ_PAL_THREAD_CREATE; REQ_PAL_THREAD_JOINABLE; REQ_PAL_THREAD_JOIN; REQ_PAL_LOCK_ACQUIRE; REQ_PAL_LOCK_RELEASE; REQ_PAL_SLEEP_DURATION; REQ_PAL_SLEEP_ZERO,CODE_thread_impl_zephyr_26,TC_test_pal_zephyr_mock_allocate_message,Yes,Yes
REQ_PLATFORM_ZEPHYR_002,Zephyr Memory Pool Backend,requirement,REQ_PAL_MEM_ALLOC; REQ_PAL_MEM_INDEPENDENT,CODE_memory_impl_zephyr_17; CODE_memory_impl_zephyr_19,TC_test_pal_zephyr_mock_allocate_message,Yes,Yes
REQ_PLATFORM_ZEPHYR_003,Zephyr Networking Backend,requirement,REQ_PAL_NET_CLOSE; REQ_PAL_NET_SHUTDOWN; REQ_PAL_NET_NONBLOCK; REQ_PAL_NET_BLOCK,,TC_test_pal_zephyr_mock_allocate_message,No,Yes
REQ_PLATFORM_ZEPHYR_004,Zephyr Byte-Order Backend,requirement,REQ_PAL_BYTE_HTONS; REQ_PAL_BYTE_NTOHS; REQ_PAL_BYTE_HTONL; REQ_PAL_BYTE_NTOHL,,TC_test_pal_zephyr_mock_allocate_message,No,Yes
REQ_SD_001,SD Service ID,requirement,feat_req_someipsd_141,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_001,Yes,Yes
REQ_SD_001_E01,Error - SD Message Too Short,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_DESER_001; TC_SD_DESER_002; TC_SD_E01,Yes,Yes
REQ_SD_001_E02,Error - SD Entries Length Mismatch,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_E01,Yes,Yes
REQ_SD_002,SD Method ID,requirement,feat_req_someipsd_142,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_001,Yes,Yes
REQ_SD_003,SD Client ID,requirement,feat_req_someipsd_144,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_010,Yes,Yes
REQ_SD_004,SD Protocol Version,requirement,feat_req_someipsd_147,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_010,Yes,Yes
REQ_SD_005,SD Interface Version,requirement,feat_req_someipsd_148,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_010,Yes,Yes
REQ_SD_006,SD Message Type,requirement,feat_req_someipsd_205,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_010,Yes,Yes
REQ_SD_007,SD Return Code,requirement,feat_req_someipsd_208; feat_req_someipsd_209,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_010,Yes,Yes
REQ_SD_010,Parse SD Flags Byte,requirement,feat_req_someipsd_100; feat_req_someipsd_209; feat_req_someipsd_213,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_003,Yes,Yes
REQ_SD_010_E01,Error - SD Session ID Non-Incremental,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_DESER_001; TC_SD_E02,Yes,Yes
REQ_SD_010_E02,Error - SD Reserved Flags,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_E02,Yes,Yes
REQ_SD_011,Extract Reboot Flag,requirement,feat_req_someipsd_213,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_003,Yes,Yes
REQ_SD_012,Extract Unicast Flag,requirement,feat_req_someipsd_100; feat_req_someipsd_213,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_003,Yes,Yes
REQ_SD_013,Validate Reserved Flags,requirement,feat_req_someipsd_213,CODE_sd_message_sd_30,TC_test_sd_SdTest,Yes,Yes
REQ_SD_014,Ignore Reserved Flags on Receive,requirement,feat_req_someipsd_148; feat_req_someipsd_213,CODE_sd_message_sd_30,TC_test_sd_SdTest,Yes,Yes
REQ_SD_020,Parse Entries Length Field,requirement,feat_req_someipsd_575,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_006,Yes,Yes
REQ_SD_020_E01,Error - Invalid Entries Length,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_DESER_002,Yes,Yes
REQ_SD_020_E02,Error - Entries Length Not Multiple of Entry Size,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_DESER_003,Yes,Yes
REQ_SD_021,Parse Entry Type,requirement,feat_req_someipsd_575; feat_req_someipsd_625; feat_req_someipsd_626,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_006,Yes,Yes
REQ_SD_021_E01,Error - SD Options Array Too Large,requirement,,CODE_sd_message_sd_72,TC_test_sd_SdTest; TC_SD_DESER_003,Yes,Yes
REQ_SD_022,Entry Size Calculation,requirement,feat_req_someipsd_575; feat_req_someipsd_625,CODE_sd_message_sd_30,TC_test_sd_SdTest; TC_SD_006,Yes,Yes
